qseqid,sseqid,pident,length,mismatch,gapopen,qstart,qend,sstart,send,evalue,bitscore,acc,gene,compartment,specimen,kingdom,supergroup,phylum,clade,class,order,family,genus,species
EF024234.1.1808_U|18S_rRNA|nucleus|clone_Elev_18S_599|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetes_X|Agaricomycetes_X_sp.,EF024605.1.1808_U|18S_rRNA|nucleus|clone_Elev_18S_926|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetes_X|Agaricomycetes_X_sp,100.0,1808,0,0,1,1808,1,1808,0.0,3261,EF024605.1.1808_U,18S_rRNA,nucleus,clone_Elev_18S_926,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_X,Agaricomycetes_X_sp
EF024247.1.1793_U|18S_rRNA|nucleus|clone_Elev_18S_621|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp.,EF024243.1.1793_U|18S_rRNA|nucleus|clone_Elev_18S_613|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp,100.0,1793,0,0,1,1793,1,1793,0.0,3234,EF024243.1.1793_U,18S_rRNA,nucleus,clone_Elev_18S_613,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Embryophyceae_XXX,Embryophyceae_XXX_sp
EF024248.1.1794_U|18S_rRNA|nucleus|clone_Elev_18S_622|Eukaryota|TSAR|Rhizaria|Cercozoa|Filosa-Sarcomonadea|Glissomonadida|Allapsidae|Allapsidae_X|Allapsidae_X_sp.,EF024589.1.1794_U|18S_rRNA|nucleus|clone_Elev_18S_909|Eukaryota|TSAR|Rhizaria|Cercozoa|Filosa-Sarcomonadea|Glissomonadida|Allapsidae|Allapsidae_X|Allapsidae_X_sp,100.0,1794,0,0,1,1794,1,1794,0.0,3236,EF024589.1.1794_U,18S_rRNA,nucleus,clone_Elev_18S_909,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsidae_X,Allapsidae_X_sp
EF024265.1.1761_U|18S_rRNA|nucleus|clone_Elev_18S_646|Eukaryota|TSAR|Alveolata|Ciliophora|Spirotrichea|Hypotrichia|Oxytrichidae|Oxytrichidae_X|Oxytrichidae_X_sp.,EF024569.1.1761_U|18S_rRNA|nucleus|clone_Elev_18S_885|Eukaryota|TSAR|Alveolata|Ciliophora|Spirotrichea|Hypotrichia|Oxytrichidae|Oxytrichidae_X|Oxytrichidae_X_sp,100.0,1761,0,0,1,1761,1,1761,0.0,3177,EF024569.1.1761_U,18S_rRNA,nucleus,clone_Elev_18S_885,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Oxytrichidae,Oxytrichidae_X,Oxytrichidae_X_sp
EF024266.29.1845_U|18S_rRNA|nucleus|clone_Elev_18S_650|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetes_X|Pezizomycetes_X_sp.,EF024266.29.1845_U|18S_rRNA|nucleus|clone_Elev_18S_650|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetes_X|Pezizomycetes_X_sp,100.0,1816,0,0,1,1816,1,1816,0.0,3276,EF024266.29.1845_U,18S_rRNA,nucleus,clone_Elev_18S_650,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,Pezizomycetes_X,Pezizomycetes_X_sp
EF024272.1.1795_U|18S_rRNA|nucleus|clone_Elev_18S_656|Eukaryota|TSAR|Rhizaria|Cercozoa|Filosa-Sarcomonadea|Glissomonadida|Allapsidae|Allapsidae_X|Allapsidae_X_sp.,EF024272.1.1795_U|18S_rRNA|nucleus|clone_Elev_18S_656|Eukaryota|TSAR|Rhizaria|Cercozoa|Filosa-Sarcomonadea|Glissomonadida|Allapsidae|Allapsidae_X|Allapsidae_X_sp,100.0,1795,0,0,1,1795,1,1795,0.0,3238,EF024272.1.1795_U,18S_rRNA,nucleus,clone_Elev_18S_656,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsidae_X,Allapsidae_X_sp
EF024333.1.1791_U|18S_rRNA|nucleus|clone_Elev_18S_749|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetes_X|Agaricomycetes_X_sp.,EF024201.1.1791_U|18S_rRNA|nucleus|clone_Elev_18S_550|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetes_X|Agaricomycetes_X_sp,100.0,1791,0,0,1,1791,1,1791,0.0,3231,EF024201.1.1791_U,18S_rRNA,nucleus,clone_Elev_18S_550,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_X,Agaricomycetes_X_sp
EF024485.1.1791_U|18S_rRNA|nucleus|clone_Elev_18S_782|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetes_X|Agaricomycetes_X_sp.,EF024359.1.1791_U|18S_rRNA|nucleus|clone_Elev_18S_1010|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetes_X|Agaricomycetes_X_sp,100.0,1791,0,0,1,1791,1,1791,0.0,3231,EF024359.1.1791_U,18S_rRNA,nucleus,clone_Elev_18S_1010,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_X,Agaricomycetes_X_sp
EF024493.1.1766_U|18S_rRNA|nucleus|clone_Elev_18S_792|Eukaryota|Obazoa|Opisthokonta|Fungi|Rozellomycota|Rozellomycota_X|Rozellomycota_XX|Rozellomycota_XXX|Rozellomycota_XXX_sp.,EF024493.1.1766_U|18S_rRNA|nucleus|clone_Elev_18S_792|Eukaryota|Obazoa|Opisthokonta|Fungi|Rozellomycota|Rozellomycota_X|Rozellomycota_XX|Rozellomycota_XXX|Rozellomycota_XXX_sp,100.0,1766,0,0,1,1766,1,1766,0.0,3186,EF024493.1.1766_U,18S_rRNA,nucleus,clone_Elev_18S_792,Eukaryota,Obazoa,Opisthokonta,Fungi,Rozellomycota,Rozellomycota_X,Rozellomycota_XX,Rozellomycota_XXX,Rozellomycota_XXX_sp
EF024526.1.1792_U|18S_rRNA|nucleus|clone_Elev_18S_836|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp.,EF024526.1.1792_U|18S_rRNA|nucleus|clone_Elev_18S_836|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp,100.0,1792,0,0,1,1792,1,1792,0.0,3232,EF024526.1.1792_U,18S_rRNA,nucleus,clone_Elev_18S_836,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Embryophyceae_XXX,Embryophyceae_XXX_sp
EF024547.1.1793_U|18S_rRNA|nucleus|clone_Elev_18S_857|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp.,EF024547.1.1793_U|18S_rRNA|nucleus|clone_Elev_18S_857|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp,100.0,1793,0,0,1,1793,1,1793,0.0,3234,EF024547.1.1793_U,18S_rRNA,nucleus,clone_Elev_18S_857,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Embryophyceae_XXX,Embryophyceae_XXX_sp
EF024583.1.1808_U|18S_rRNA|nucleus|clone_Elev_18S_902|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetes_X|Agaricomycetes_X_sp.,EF024605.1.1808_U|18S_rRNA|nucleus|clone_Elev_18S_926|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetes_X|Agaricomycetes_X_sp,100.0,1808,0,0,1,1808,1,1808,0.0,3261,EF024605.1.1808_U,18S_rRNA,nucleus,clone_Elev_18S_926,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_X,Agaricomycetes_X_sp
EF024591.1.1793_U|18S_rRNA|nucleus|clone_Elev_18S_911|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp.,EF024530.1.1793_U|18S_rRNA|nucleus|clone_Elev_18S_840|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp,100.0,1793,0,0,1,1793,1,1793,0.0,3234,EF024530.1.1793_U,18S_rRNA,nucleus,clone_Elev_18S_840,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Embryophyceae_XXX,Embryophyceae_XXX_sp
EF024602.1.1793_U|18S_rRNA|nucleus|clone_Elev_18S_923|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp.,EF024549.1.1795_U|18S_rRNA|nucleus|clone_Elev_18S_860|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp,100.0,1793,0,0,1,1793,3,1795,0.0,3234,EF024549.1.1795_U,18S_rRNA,nucleus,clone_Elev_18S_860,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Embryophyceae_XXX,Embryophyceae_XXX_sp
EF024606.1.1793_U|18S_rRNA|nucleus|clone_Elev_18S_927|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp.,EF024530.1.1793_U|18S_rRNA|nucleus|clone_Elev_18S_840|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp,100.0,1793,0,0,1,1793,1,1793,0.0,3234,EF024530.1.1793_U,18S_rRNA,nucleus,clone_Elev_18S_840,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Embryophyceae_XXX,Embryophyceae_XXX_sp
EF024616.1.1793_U|18S_rRNA|nucleus|clone_Elev_18S_937|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp.,EF024616.1.1793_U|18S_rRNA|nucleus|clone_Elev_18S_937|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp,100.0,1793,0,0,1,1793,1,1793,0.0,3234,EF024616.1.1793_U,18S_rRNA,nucleus,clone_Elev_18S_937,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Embryophyceae_XXX,Embryophyceae_XXX_sp
EF024620.1.1709_U|18S_rRNA|nucleus|clone_Elev_18S_942|Eukaryota|Obazoa|Opisthokonta|Metazoa|Nematoda|Chromadorea|Chromadorea_X|Chromadorea_XX|Chromadorea_XX_sp.,EF024620.1.1709_U|18S_rRNA|nucleus|clone_Elev_18S_942|Eukaryota|Obazoa|Opisthokonta|Metazoa|Nematoda|Chromadorea|Chromadorea_X|Chromadorea_XX|Chromadorea_XX_sp,100.0,1709,0,0,1,1709,1,1709,0.0,3083,EF024620.1.1709_U,18S_rRNA,nucleus,clone_Elev_18S_942,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Chromadorea_XX,Chromadorea_XX_sp
EF024635.1.1793_U|18S_rRNA|nucleus|clone_Elev_18S_957|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp.,EF024394.1.1793_U|18S_rRNA|nucleus|clone_Elev_18S_1050|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp,100.0,1793,0,0,1,1793,1,1793,0.0,3234,EF024394.1.1793_U,18S_rRNA,nucleus,clone_Elev_18S_1050,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Embryophyceae_XXX,Embryophyceae_XXX_sp
EF024655.1.1837_U|18S_rRNA|nucleus|clone_Elev_18S_982|Eukaryota|TSAR|Rhizaria|Cercozoa|Filosa-Sarcomonadea|Glissomonadida|Allapsidae|Group-Te|Group_Te_sp.,EF024447.25.1892_U|18S_rRNA|nucleus|clone_Elev_18S_1114|Eukaryota|TSAR|Rhizaria|Cercozoa|Filosa-Sarcomonadea|Glissomonadida|Allapsidae|Group-Te|Group_Te_sp,100.0,1837,0,0,1,1837,31,1867,0.0,3314,EF024447.25.1892_U,18S_rRNA,nucleus,clone_Elev_18S_1114,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Group-Te,Group_Te_sp
EF024686.1.1795_U|18S_rRNA|nucleus|clone_Elev_18S_1172|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp.,EF024882.1.1795_U|18S_rRNA|nucleus|clone_Elev_18S_1410|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp,100.0,1795,0,0,1,1795,1,1795,0.0,3238,EF024882.1.1795_U,18S_rRNA,nucleus,clone_Elev_18S_1410,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Embryophyceae_XXX,Embryophyceae_XXX_sp
EF024693.1.1804_U|18S_rRNA|nucleus|clone_Elev_18S_1179|Eukaryota|TSAR|Rhizaria|Cercozoa|Filosa-Sarcomonadea|Cercomonadida|Paracercomonadidae|Paracercomonas|Paracercomonas_sp.,EF024167.1.1804_U|18S_rRNA|nucleus|clone_Elev_18S_506|Eukaryota|TSAR|Rhizaria|Cercozoa|Filosa-Sarcomonadea|Cercomonadida|Paracercomonadidae|Paracercomonas|Paracercomonas_sp,100.0,1804,0,0,1,1804,1,1804,0.0,3254,EF024167.1.1804_U,18S_rRNA,nucleus,clone_Elev_18S_506,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_sp
EF024785.1.1793_U|18S_rRNA|nucleus|clone_Elev_18S_1288|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp.,EF024243.1.1793_U|18S_rRNA|nucleus|clone_Elev_18S_613|Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Embryophyceae_XXX|Embryophyceae_XXX_sp,100.0,1793,0,0,1,1793,1,1793,0.0,3234,EF024243.1.1793_U,18S_rRNA,nucleus,clone_Elev_18S_613,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Embryophyceae_XXX,Embryophyceae_XXX_sp
EF024817.1.1795_U|18S_rRNA|nucleus|clone_Elev_18S_1327|Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Collembola|Collembola_X|Collembola_X_sp.,EF024377.1.1795_U|18S_rRNA|nucleus|clone_Elev_18S_1031|Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Hexapoda|Collembola|Collembola_X|Collembola_X_sp,100.0,1795,0,0,1,1795,1,1795,0.0,3238,EF024377.1.1795_U,18S_rRNA,nucleus,clone_Elev_18S_1031,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,Collembola_X,Collembola_X_sp
EF024847.1.1791_U|18S_rRNA|nucleus|clone_Elev_18S_1365|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetes_X|Agaricomycetes_X_sp.,EF024847.1.1791_U|18S_rRNA|nucleus|clone_Elev_18S_1365|Eukaryota|Obazoa|Opisthokonta|Fungi|Basidiomycota|Agaricomycotina|Agaricomycetes|Agaricomycetes_X|Agaricomycetes_X_sp,100.0,1791,0,0,1,1791,1,1791,0.0,3231,EF024847.1.1791_U,18S_rRNA,nucleus,clone_Elev_18S_1365,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,Agaricomycetes_X,Agaricomycetes_X_sp
EF024931.1.1787_UC|18S_rRNA|nucleus|clone_Elev_18S_1472|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetes_X|Pezizomycetes_X_sp.,EF024856.1.1787_UC|18S_rRNA|nucleus|clone_Elev_18S_1376|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetes_X|Pezizomycetes_X_sp,100.0,1487,0,0,1,1487,1,1487,0.0,2682,EF024856.1.1787_UC,18S_rRNA,nucleus,clone_Elev_18S_1376,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,Pezizomycetes_X,Pezizomycetes_X_sp
EF025016.1.1784_U|18S_rRNA|nucleus|clone_Elev_18S_5811|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetes_X|Pezizomycetes_X_sp.,EF025016.1.1784_U|18S_rRNA|nucleus|clone_Elev_18S_5811|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Pezizomycetes|Pezizomycetes_X|Pezizomycetes_X_sp,100.0,1784,0,0,1,1784,1,1784,0.0,3218,EF025016.1.1784_U,18S_rRNA,nucleus,clone_Elev_18S_5811,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycetes,Pezizomycetes_X,Pezizomycetes_X_sp
EF027354.1.1791_U|18S_rRNA|nucleus|strain_GOT-220|Eukaryota|TSAR|Stramenopiles|Gyrista|Chrysophyceae|Ochromonadales|Ochromonadaceae|Spumella|Spumella_sp.,EF027354.1.1791_U|18S_rRNA|nucleus|strain_GOT-220|Eukaryota|TSAR|Stramenopiles|Gyrista|Chrysophyceae|Ochromonadales|Ochromonadaceae|Spumella|Spumella_sp,100.0,1791,0,0,1,1791,1,1791,0.0,3231,EF027354.1.1791_U,18S_rRNA,nucleus,strain_GOT-220,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Ochromonadales,Ochromonadaceae,Spumella,Spumella_sp
EF029085.1.1625_U|18S_rRNA|nucleus|specimen_352|Eukaryota|Obazoa|Opisthokonta|Metazoa|Nematoda|Chromadorea|Chromadorea_X|Fergusobia|Fergusobia_sp.,EF029084.1.1625_U|18S_rRNA|nucleus|specimen_19|Eukaryota|Obazoa|Opisthokonta|Metazoa|Nematoda|Chromadorea|Chromadorea_X|Fergusobia|Fergusobia_sp,100.0,1625,0,0,1,1625,1,1625,0.0,2931,EF029084.1.1625_U,18S_rRNA,nucleus,specimen_19,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Fergusobia,Fergusobia_sp
EF032796.1.1750_U|18S_rRNA|nucleus|clone_HAVOmat-euk02|Eukaryota|Obazoa|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Enoplea_XX|Enoplea_XX_sp.,EF032796.1.1750_U|18S_rRNA|nucleus|clone_HAVOmat-euk02|Eukaryota|Obazoa|Opisthokonta|Metazoa|Nematoda|Enoplea|Enoplea_X|Enoplea_XX|Enoplea_XX_sp,100.0,1750,0,0,1,1750,1,1750,0.0,3157,EF032796.1.1750_U,18S_rRNA,nucleus,clone_HAVOmat-euk02,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Enoplea,Enoplea_X,Enoplea_XX,Enoplea_XX_sp
EF053165.1.1662_U|18S_rRNA|nucleus||Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Chamaecyparis|Chamaecyparis_pisifera,EF053165.1.1662_U|18S_rRNA|nucleus||Eukaryota|Archaeplastida|Streptophyta|Streptophyta_X|Embryophyceae|Embryophyceae_X|Embryophyceae_XX|Chamaecyparis|Chamaecyparis_pisifera,100.0,1662,0,0,1,1662,1,1662,0.0,2998,EF053165.1.1662_U,18S_rRNA,nucleus,,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Chamaecyparis,Chamaecyparis_pisifera
EF053594.1.1532_UC|18S_rRNA|nucleus|clone_|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Pezizomycotina_X|Pezizomycotina_XX|Pezizomycotina_XX_sp.,EF053594.1.1532_UC|18S_rRNA|nucleus|clone_|Eukaryota|Obazoa|Opisthokonta|Fungi|Ascomycota|Pezizomycotina|Pezizomycotina_X|Pezizomycotina_XX|Pezizomycotina_XX_sp,100.0,1008,0,0,1,1008,1,1008,0.0,1819,EF053594.1.1532_UC,18S_rRNA,nucleus,clone_,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycotina_X,Pezizomycotina_XX,Pezizomycotina_XX_sp
EF056014.1.1865_U|18S_rRNA|nucleus||Eukaryota|TSAR|Alveolata|Apicomplexa|Coccidiomorphea|Eimeriida|Sarcocystidae|Sarcocystis7|Sarcocystis_hardangeri,EF056014.1.1865_U|18S_rRNA|nucleus||Eukaryota|TSAR|Alveolata|Apicomplexa|Coccidiomorphea|Eimeriida|Sarcocystidae|Sarcocystis7|Sarcocystis_hardangeri,100.0,1865,0,0,1,1865,1,1865,0.0,3364,EF056014.1.1865_U,18S_rRNA,nucleus,,Eukaryota,TSAR,Alveolata,Apicomplexa,Coccidiomorphea,Eimeriida,Sarcocystidae,Sarcocystis7,Sarcocystis_hardangeri
EF070243.1.1635_U|18S_rRNA|nucleus|strain_TI6b;_ATCC205167|Eukaryota|TSAR|Alveolata|Ciliophora|Oligohymenophorea|Hymenostomatia|Tetrahymenida|Tetrahymena|Tetrahymena_asiatica,X56172.1.1752_U|18S_rRNA|nucleus|strain_ATCC_30291|Eukaryota|TSAR|Alveolata|Ciliophora|Oligohymenophorea|Hymenostomatia|Tetrahymenida|Tetrahymena|Tetrahymena_capricornis,100.0,1635,0,0,1,1635,97,1731,0.0,2949,X56172.1.1752_U,18S_rRNA,nucleus,strain_ATCC_30291,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Hymenostomatia,Tetrahymenida,Tetrahymena,Tetrahymena_capricornis
EF070266.1.1624_U|18S_rRNA|nucleus||Eukaryota|TSAR|Alveolata|Ciliophora|Oligohymenophorea|Hymenostomatia|Tetrahymenida|Colpidium|Colpidium_colpoda,HM030739.1.1738_U|18S_rRNA|nucleus||Eukaryota|TSAR|Alveolata|Ciliophora|Oligohymenophorea|Hymenostomatia|Tetrahymenida|Colpidium|Colpidium_striatum,100.0,1624,0,0,1,1624,97,1720,0.0,2929,HM030739.1.1738_U,18S_rRNA,nucleus,,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Hymenostomatia,Tetrahymenida,Colpidium,Colpidium_striatum
EF076777.1.1688_U|18S_rRNA|nucleus|specimen_SMNH95029|Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Archinome|Archinome_rosacea,EF076777.1.1688_U|18S_rRNA|nucleus|specimen_SMNH95029|Eukaryota|Obazoa|Opisthokonta|Metazoa|Annelida|Annelida_X|Annelida_XX|Archinome|Archinome_rosacea,100.0,1688,0,0,1,1688,1,1688,0.0,3045,EF076777.1.1688_U,18S_rRNA,nucleus,specimen_SMNH95029,Eukaryota,Obazoa,Opisthokonta,Metazoa,Annelida,Annelida_X,Annelida_XX,Archinome,Archinome_rosacea
EF081340.1.1113_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Nematoda|Chromadorea|Chromadorea_X|Filarioid|Filarioid_sp.,EF081340.1.1113_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Nematoda|Chromadorea|Chromadorea_X|Filarioid|Filarioid_sp,100.0,1113,0,0,1,1113,1,1113,0.0,2008,EF081340.1.1113_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Nematoda,Chromadorea,Chromadorea_X,Filarioid,Filarioid_sp
EF093778.1.1805_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Chelicerata|Arachnida|Tectocepheus|Tectocepheus_minor,EF093778.1.1805_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Chelicerata|Arachnida|Tectocepheus|Tectocepheus_minor,100.0,1805,0,0,1,1805,1,1805,0.0,3256,EF093778.1.1805_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Tectocepheus,Tectocepheus_minor
EF093780.1.1804_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Chelicerata|Arachnida|Tectocepheus|Tectocepheus_velatus,EF093780.1.1804_U|18S_rRNA|nucleus||Eukaryota|Obazoa|Opisthokonta|Metazoa|Arthropoda|Chelicerata|Arachnida|Tectocepheus|Tectocepheus_velatus,100.0,1804,0,0,1,1804,1,1804,0.0,3250,EF093780.1.1804_U,18S_rRNA,nucleus,,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Tectocepheus,Tectocepheus_velatus
